0.592400 1.268778  1.676444  2.575333  3.122370  3.600926  4.161333  4.488037  4.899556  5.415000  6.507407  6.928370  7.861333  9.013333  9.778222  11.391667  12.591407  14.235926  15.816000  17.889556  19.644444  21.935667  22.658370  22.766593  20.138667  20.185185  16.349185  11.718000  6.649481  3.395148  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.592500 1.268148  1.675704  2.574000  3.123556  3.599074  4.152000  4.486222  4.904296  5.400000  6.511111  6.928370  7.850667  8.982037  9.778222  11.416667  12.553481  14.321556  15.768000  17.876185  19.674074  21.870333  22.694222  22.864556  20.117333  20.300926  16.374222  11.718000  6.678519  3.395148  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.592600 1.267111  1.675111  2.574000  3.121185  3.595370  4.146667  4.480778  4.897185  5.397000  6.507407  6.928370  7.813333  8.950741  9.778222  11.450000  12.534519  14.385778  15.780000  17.889556  19.688889  21.805000  22.801778  22.923333  20.160000  20.277778  16.399259  11.745000  6.707556  3.395148  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.592700 1.266296  1.674074  2.572000  3.120593  3.594444  4.144000  4.480778  4.894815  5.376000  6.522222  6.928370  7.813333  8.957000  9.749185  11.458333  12.562963  14.396481  15.744000  17.862815  19.733333  21.821333  22.765926  22.923333  20.245333  20.300926  16.374222  11.826000  6.707556  3.426296  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.592800 1.265926  1.673333  2.570000  3.118815  3.589815  4.144000  4.480778  4.885333  5.370000  6.525926  6.923889  7.792000  8.963259  9.756444  11.450000  12.544000  14.439296  15.684000  17.849444  19.792593  21.821333  22.801778  22.903741  20.288000  20.347222  16.449333  11.880000  6.707556  3.426296  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.592900 1.265185  1.672741  2.565667  3.115852  3.585185  4.142667  4.478963  4.885333  5.349000  6.537037  6.928370  7.754667  8.969519  9.741926  11.450000  12.553481  14.428593  15.708000  17.822704  19.866667  21.756000  22.748000  23.021296  20.288000  20.486111  16.499407  11.853000  6.794667  3.426296  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593000 1.264222  1.672296  2.564333  3.112889  3.584259  4.137333  4.480778  4.878222  5.331000  6.537037  6.932852  7.749333  8.969519  9.720148  11.450000  12.572444  14.460704  15.732000  17.809333  19.896296  21.674333  22.801778  23.099667  20.245333  20.555556  16.474370  11.826000  6.910815  3.457444  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593100 1.263519  1.671111  2.564333  3.114667  3.578704  4.134667  4.478963  4.878222  5.328000  6.529630  6.919407  7.754667  8.988296  9.698370  11.450000  12.544000  14.492815  15.732000  17.755852  20.029630  21.690667  22.819704  23.119259  20.181333  20.578704  16.549481  11.826000  6.881778  3.488593  1.800000  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593201 1.262444  1.669926  2.562667  3.111111  3.579630  4.132000  4.464444  4.885333  5.325000  6.533333  6.888037  7.754667  8.988296  9.705630  11.466667  12.525037  14.450000  15.768000  17.795963  19.955556  21.821333  22.819704  23.119259  20.224000  20.625000  16.599556  11.799000  6.852741  3.519741  1.866667  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593301 1.261630  1.669630  2.559000  3.106963  3.580556  4.128000  4.462630  4.878222  5.331000  6.533333  6.888037  7.738667  8.969519  9.727407  11.458333  12.525037  14.482111  15.732000  17.769222  20.014815  21.805000  22.783852  23.217222  20.288000  20.671296  16.574519  11.826000  6.910815  3.519741  1.866667  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593401 1.260333  1.669185  2.558333  3.104000  3.580556  4.124000  4.466259  4.868741  5.328000  6.529630  6.879074  7.728000  8.975778  9.734667  11.466667  12.477630  14.514222  15.756000  17.782593  19.955556  21.968333  22.730074  23.138852  20.416000  20.671296  16.574519  11.907000  6.881778  3.550889  1.866667  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593501 1.259815  1.667852  2.557333  3.102222  3.583333  4.124000  4.457185  4.856889  5.331000  6.522222  6.874593  7.728000  8.982037  9.756444  11.425000  12.506074  14.514222  15.744000  17.769222  20.000000  21.952000  22.748000  23.178037  20.458667  20.717593  16.549481  11.934000  6.910815  3.550889  1.866667  0.462704  0.151704  0.000000  0.000000  0.000000  
0.593601 1.259037  1.667852  2.552333  3.102222  3.579630  4.118667  4.451741  4.854519  5.322000  6.514815  6.870111  7.733333  8.963259  9.770963  11.458333  12.487111  14.482111  15.768000  17.729111  20.059259  21.968333  22.694222  23.197630  20.544000  20.787037  16.549481  12.015000  6.939852  3.550889  1.833333  0.498296  0.151704  0.000000  0.000000  0.000000  
0.593701 1.258185  1.666815  2.551667  3.101037  3.575000  4.114667  4.446296  4.847407  5.328000  6.500000  6.870111  7.765333  8.969519  9.763704  11.433333  12.477630  14.482111  15.732000  17.795963  20.088889  21.968333  22.694222  23.158444  20.565333  20.810185  16.674667  11.988000  6.997926  3.550889  1.833333  0.498296  0.151704  0.000000  0.000000  0.000000  
0.593801 1.257889  1.665185  2.552667  3.099852  3.573148  4.109333  4.442667  4.847407  5.325000  6.514815  6.856667  7.749333  8.957000  9.778222  11.433333  12.439704  14.450000  15.792000  17.795963  20.074074  21.984667  22.712148  23.178037  20.608000  20.879630  16.649630  11.988000  7.085037  3.550889  1.833333  0.498296  0.151704  0.000000  0.000000  0.000000  
0.593901 1.257296  1.663852  2.551333  3.101630  3.573148  4.100000  4.439037  4.847407  5.313000  6.496296  6.879074  7.744000  8.975778  9.770963  11.416667  12.468148  14.439296  15.816000  17.755852  20.088889  22.001000  22.801778  23.158444  20.586667  20.902778  16.624593  12.096000  7.085037  3.519741  1.866667  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594001 1.256667  1.662370  2.549333  3.099259  3.571296  4.098667  4.437222  4.845037  5.313000  6.477778  6.865630  7.749333  8.963259  9.785481  11.425000  12.477630  14.428593  15.780000  17.755852  20.133333  22.099000  22.819704  23.158444  20.544000  20.949074  16.499407  12.258000  7.085037  3.550889  1.900000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594101 1.256000  1.661926  2.547000  3.096296  3.572222  4.098667  4.435407  4.833185  5.319000  6.462963  6.861148  7.765333  8.944481  9.807259  11.408333  12.468148  14.396481  15.744000  17.715741  20.103704  22.164333  22.819704  23.236815  20.693333  20.925926  16.599556  12.258000  7.026963  3.644333  1.900000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594201 1.255111  1.660741  2.547000  3.095704  3.570370  4.093333  4.435407  4.830815  5.319000  6.448148  6.865630  7.760000  8.944481  9.814519  11.433333  12.458667  14.353667  15.768000  17.635519  20.148148  22.131667  22.927259  23.295593  20.672000  21.041667  16.549481  12.285000  7.056000  3.644333  1.900000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594301 1.253852  1.660444  2.547333  3.093926  3.567593  4.090667  4.439037  4.821333  5.322000  6.437037  6.861148  7.760000  8.963259  9.792741  11.483333  12.420741  14.407185  15.720000  17.622148  20.162963  22.115333  22.945185  23.334778  20.736000  21.018519  16.474370  12.447000  7.056000  3.644333  1.900000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594401 1.253556  1.659407  2.543333  3.092741  3.567593  4.086667  4.437222  4.821333  5.319000  6.429630  6.856667  7.770667  8.950741  9.814519  11.450000  12.430222  14.353667  15.804000  17.622148  20.207407  22.099000  22.963111  23.354370  20.778667  21.018519  16.474370  12.474000  7.085037  3.644333  1.900000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594501 1.252815  1.657481  2.540667  3.090963  3.570370  4.084000  4.426333  4.828444  5.319000  6.429630  6.852185  7.738667  8.944481  9.858074  11.450000  12.392296  14.332259  15.804000  17.662259  20.207407  22.033667  23.106519  23.334778  20.800000  20.995370  16.574519  12.501000  7.143111  3.613185  1.933333  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594601 1.251889  1.655704  2.540000  3.089185  3.569444  4.081333  4.428148  4.826074  5.313000  6.422222  6.856667  7.738667  8.906926  9.850815  11.408333  12.420741  14.332259  15.768000  17.635519  20.222222  22.148000  23.160296  23.276000  20.800000  21.180556  16.599556  12.528000  7.114074  3.644333  1.933333  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594701 1.251407  1.655111  2.538333  3.084444  3.571296  4.080000  4.428148  4.823704  5.319000  6.418519  6.856667  7.744000  8.913185  9.792741  11.475000  12.392296  14.332259  15.744000  17.662259  20.251852  22.164333  23.142370  23.236815  20.906667  21.180556  16.599556  12.528000  7.143111  3.613185  2.000000  0.498296  0.151704  0.000000  0.000000  0.000000  
0.594801 1.250667  1.654370  2.536333  3.083259  3.571296  4.077333  4.422704  4.826074  5.310000  6.422222  6.847704  7.733333  8.925704  9.778222  11.458333  12.382815  14.332259  15.768000  17.648889  20.281481  22.164333  23.160296  23.295593  20.906667  21.226852  16.624593  12.582000  7.114074  3.644333  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.594901 1.250000  1.654222  2.533000  3.080296  3.573148  4.070667  4.422704  4.809481  5.313000  6.425926  6.852185  7.738667  8.925704  9.756444  11.466667  12.392296  14.321556  15.768000  17.702370  20.266667  22.229667  23.142370  23.295593  20.885333  21.203704  16.724741  12.609000  7.114074  3.675481  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595001 1.249222  1.653333  2.532667  3.077333  3.571296  4.068000  4.424519  4.804741  5.313000  6.422222  6.847704  7.749333  8.919444  9.778222  11.458333  12.363852  14.332259  15.768000  17.702370  20.296296  22.197000  23.106519  23.393556  20.842667  21.250000  16.799852  12.555000  7.201185  3.675481  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595101 1.248852  1.651704  2.532000  3.073778  3.568519  4.062667  4.419074  4.809481  5.304000  6.414815  6.852185  7.760000  8.913185  9.778222  11.441667  12.373333  14.310852  15.732000  17.702370  20.370370  22.148000  23.142370  23.452333  20.864000  21.273148  16.874963  12.582000  7.230222  3.675481  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595201 1.248259  1.649926  2.532667  3.069037  3.564815  4.060000  4.415444  4.807111  5.301000  6.407407  6.843222  7.765333  8.906926  9.763704  11.416667  12.411259  14.310852  15.768000  17.702370  20.414815  22.164333  23.106519  23.491519  20.800000  21.388889  16.849926  12.636000  7.288296  3.675481  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595301 1.247630  1.648148  2.533667  3.069630  3.562037  4.057333  4.410000  4.800000  5.289000  6.411111  6.847704  7.765333  8.894407  9.756444  11.408333  12.420741  14.310852  15.780000  17.729111  20.429630  22.115333  23.196148  23.471926  20.906667  21.388889  16.874963  12.609000  7.317333  3.675481  2.000000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595401 1.247074  1.647259  2.530667  3.069037  3.558333  4.052000  4.406370  4.809481  5.277000  6.414815  6.834259  7.776000  8.900667  9.741926  11.441667  12.411259  14.310852  15.816000  17.675630  20.444444  22.099000  23.249926  23.452333  20.992000  21.388889  16.874963  12.609000  7.346370  3.675481  2.033333  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595501 1.246259  1.645481  2.528333  3.067259  3.561111  4.050667  4.397296  4.814222  5.274000  6.411111  6.820815  7.765333  8.900667  9.727407  11.433333  12.420741  14.310852  15.828000  17.675630  20.429630  22.180667  23.249926  23.511111  20.970667  21.365741  16.975111  12.609000  7.404444  3.675481  2.033333  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595601 1.245407  1.644889  2.527000  3.064296  3.561111  4.053333  4.393667  4.811852  5.268000  6.403704  6.820815  7.749333  8.894407  9.720148  11.483333  12.382815  14.385778  15.816000  17.702370  20.414815  22.099000  23.303704  23.550296  21.013333  21.273148  16.925037  12.798000  7.462519  3.644333  2.066667  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595701 1.244481  1.643111  2.527667  3.062519  3.560185  4.049333  4.395481  4.809481  5.256000  6.396296  6.843222  7.754667  8.881889  9.727407  11.450000  12.401778  14.375074  15.840000  17.675630  20.474074  22.001000  23.411259  23.550296  20.970667  21.319444  17.025185  12.798000  7.491556  3.644333  2.066667  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595801 1.243444  1.642667  2.524000  3.063704  3.561111  4.046667  4.393667  4.802370  5.256000  6.377778  6.861148  7.738667  8.888148  9.662074  11.483333  12.411259  14.342963  15.876000  17.715741  20.488889  21.968333  23.411259  23.569889  20.949333  21.412037  17.125333  12.798000  7.462519  3.675481  2.100000  0.462704  0.189630  0.000000  0.000000  0.000000  
0.595901 1.242815  1.640593  2.522667  3.062519  3.558333  4.050667  4.382778  4.792889  5.262000  6.374074  6.870111  7.722667  8.888148  9.662074  11.483333  12.439704  14.278741  15.924000  17.675630  20.518519  21.968333  23.447111  23.628667  20.992000  21.458333  17.100296  12.771000  7.549630  3.644333  2.133333  0.462704  0.189630  0.000000  0.000000  0.000000  
0.596001 1.242222  1.639704  2.517667  3.063111  3.555556  4.049333  4.379148  4.788148  5.262000  6.370370  6.852185  7.696000  8.913185  9.654815  11.500000  12.439704  14.289444  15.888000  17.715741  20.548148  21.968333  23.500889  23.569889  21.077333  21.458333  17.075259  12.852000  7.607704  3.644333  2.133333  0.462704  0.189630  0.000000  0.000000  0.000000  
0.596101 1.241444  1.639556  2.515667  3.057185  3.554630  4.038667  4.380963  4.790519  5.250000  6.381481  6.861148  7.701333  8.894407  9.662074  11.483333  12.411259  14.300148  15.900000  17.675630  20.622222  22.050000  23.447111  23.609074  21.120000  21.481481  17.125333  12.852000  7.607704  3.644333  2.133333  0.462704  0.189630  0.000000  0.000000  0.000000  
0.596201 1.240815  1.639111  2.513333  3.053630  3.555556  4.038667  4.375519  4.797630  5.253000  6.377778  6.856667  7.706667  8.894407  9.625778  11.508333  12.401778  14.310852  15.888000  17.635519  20.637037  22.050000  23.465037  23.628667  21.141333  21.550926  17.125333  12.906000  7.636741  3.644333  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596301 1.240519  1.637926  2.512333  3.051852  3.552778  4.036000  4.377333  4.795259  5.250000  6.400000  6.852185  7.690667  8.894407  9.618519  11.508333  12.401778  14.310852  15.876000  17.702370  20.637037  22.050000  23.375407  23.687444  21.162667  21.597222  17.125333  12.933000  7.665778  3.644333  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596401 1.240000  1.636000  2.510000  3.050667  3.549074  4.034667  4.370074  4.785778  5.253000  6.392593  6.843222  7.669333  8.913185  9.604000  11.550000  12.354370  14.300148  15.912000  17.729111  20.637037  22.050000  23.429185  23.609074  21.248000  21.620370  17.100296  13.095000  7.694815  3.644333  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596501 1.239333  1.634963  2.510333  3.051852  3.548148  4.032000  4.364630  4.781037  5.259000  6.388889  6.852185  7.653333  8.906926  9.625778  11.541667  12.392296  14.257333  15.924000  17.729111  20.637037  22.082667  23.411259  23.569889  21.290667  21.620370  17.175407  13.095000  7.665778  3.706630  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596601 1.238593  1.633185  2.509000  3.048889  3.550000  4.025333  4.362815  4.778667  5.268000  6.374074  6.811852  7.664000  8.869370  9.654815  11.550000  12.382815  14.268037  15.900000  17.755852  20.740741  22.131667  23.357481  23.550296  21.312000  21.643519  17.275556  13.095000  7.665778  3.737778  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596701 1.238037  1.631556  2.508000  3.046519  3.549074  4.024000  4.359185  4.778667  5.259000  6.374074  6.811852  7.658667  8.869370  9.640296  11.550000  12.354370  14.278741  15.864000  17.782593  20.711111  22.229667  23.393333  23.530704  21.354667  21.643519  17.350667  13.122000  7.694815  3.737778  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596801 1.236926  1.630815  2.506333  3.045333  3.546296  4.018667  4.357370  4.785778  5.262000  6.355556  6.811852  7.632000  8.863111  9.640296  11.558333  12.344889  14.225222  15.936000  17.795963  20.651852  22.246000  23.429185  23.667852  21.354667  21.689815  17.350667  13.122000  7.752889  3.737778  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.596901 1.236185  1.631111  2.505667  3.039407  3.546296  4.014667  4.355556  4.781037  5.256000  6.362963  6.807370  7.616000  8.875630  9.625778  11.541667  12.401778  14.150296  15.996000  17.836074  20.651852  22.213333  23.465037  23.667852  21.333333  21.782407  17.375704  13.149000  7.781926  3.737778  2.100000  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597001 1.235296  1.630074  2.507000  3.037630  3.544444  4.010667  4.353741  4.771556  5.259000  6.355556  6.820815  7.616000  8.875630  9.633037  11.566667  12.373333  14.161000  15.984000  17.782593  20.681481  22.278667  23.429185  23.628667  21.397333  21.851852  17.400741  13.149000  7.810963  3.706630  2.133333  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597101 1.234259  1.628444  2.507000  3.036444  3.541667  4.006667  4.344667  4.776296  5.259000  6.348148  6.807370  7.632000  8.856852  9.625778  11.566667  12.382815  14.150296  15.888000  17.876185  20.696296  22.213333  23.554667  23.648259  21.418667  21.805556  17.550963  13.095000  7.840000  3.800074  2.133333  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597201 1.233667  1.628000  2.505333  3.033481  3.545370  4.002667  4.337407  4.776296  5.256000  6.348148  6.807370  7.616000  8.888148  9.611259  11.550000  12.411259  14.118185  15.864000  17.889556  20.681481  22.164333  23.608444  23.687444  21.482667  21.828704  17.626074  13.068000  7.898074  3.800074  2.133333  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597301 1.232815  1.627407  2.505000  3.031704  3.544444  4.001333  4.333778  4.773926  5.259000  6.337037  6.802889  7.605333  8.894407  9.647556  11.550000  12.420741  14.086074  15.840000  17.876185  20.651852  22.164333  23.644296  23.746222  21.461333  21.921296  17.701185  13.041000  7.927111  3.800074  2.133333  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597401 1.231926  1.626074  2.502667  3.031111  3.538889  3.998667  4.331963  4.769185  5.250000  6.351852  6.780481  7.616000  8.906926  9.633037  11.541667  12.411259  14.075370  15.840000  17.943037  20.637037  22.180667  23.626370  23.805000  21.525333  21.944444  17.701185  13.095000  7.927111  3.800074  2.133333  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597501 1.231481  1.625185  2.501667  3.026370  3.542593  3.993333  4.330148  4.764444  5.250000  6.351852  6.767037  7.632000  8.900667  9.604000  11.550000  12.420741  14.053963  15.804000  17.929667  20.755556  22.082667  23.716000  23.746222  21.632000  21.944444  17.726222  13.176000  7.956148  3.768926  2.166667  0.498296  0.189630  0.000000  0.000000  0.000000  
0.597601 1.230852  1.623259  2.503333  3.025778  3.544444  3.993333  4.328333  4.750222  5.244000  6.359259  6.776000  7.610667  8.900667  9.574963  11.575000  12.439704  14.043259  15.816000  17.849444  20.800000  22.148000  23.716000  23.765815  21.568000  22.013889  17.776296  13.230000  7.956148  3.768926  2.166667  0.498296  0.189630  0.000000  0.000000  0.000000  
